"ATA","Rank","Date"
"53","1","01/01/2011"
"73","2","01/01/2011"
"79","3","01/01/2011"
"72","4","01/01/2011"
"29","5","01/01/2011"
"78","6","01/01/2011"
"27","7","01/01/2011"
"22","8","01/01/2011"
"56","9","01/01/2011"
"21","10","01/01/2011"
"26","1","01/04/2011"
"80","2","01/04/2011"
"29","3","01/04/2011"
"24","4","01/04/2011"
"73","5","01/04/2011"
"27","6","01/04/2011"
"28","7","01/04/2011"
"30","8","01/04/2011"
"32","9","01/04/2011"
"52","10","01/04/2011"
"71","1","01/07/2011"
"73","2","01/07/2011"
"77","3","01/07/2011"
"72","4","01/07/2011"
"36","5","01/07/2011"
"27","6","01/07/2011"
"29","7","01/07/2011"
"31","8","01/07/2011"
"78","9","01/07/2011"
"32","10","01/07/2011"
"72","1","01/10/2011"
"24","2","01/10/2011"
"29","3","01/10/2011"
"77","4","01/10/2011"
"27","5","01/10/2011"
"52","6","01/10/2011"
"32","7","01/10/2011"
"36","8","01/10/2011"
"21","9","01/10/2011"
"22","10","01/10/2011"
"35","1","01/01/2012"
"57","2","01/01/2012"
"73","3","01/01/2012"
"22","4","01/01/2012"
"24","5","01/01/2012"
"78","6","01/01/2012"
"52","7","01/01/2012"
"36","8","01/01/2012"
"38","9","01/01/2012"
"21","10","01/01/2012"
"26","1","01/04/2012"
"72","2","01/04/2012"
"75","3","01/04/2012"
"56","4","01/04/2012"
"77","5","01/04/2012"
"73","6","01/04/2012"
"49","7","01/04/2012"
"27","8","01/04/2012"
"29","9","01/04/2012"
"36","10","01/04/2012"
"78","1","01/07/2012"
"32","2","01/07/2012"
"28","3","01/07/2012"
"25","4","01/07/2012"
"27","5","01/07/2012"
"34","6","01/07/2012"
"29","7","01/07/2012"
"21","8","01/07/2012"
"22","9","01/07/2012"
"23","10","01/07/2012"
"78","1","01/10/2012"
"29","2","01/10/2012"
"25","3","01/10/2012"
"36","4","01/10/2012"
"72","5","01/10/2012"
"27","6","01/10/2012"
"32","7","01/10/2012"
"38","8","01/10/2012"
"34","9","01/10/2012"
"28","10","01/10/2012"
"57","1","01/01/2013"
"73","2","01/01/2013"
"29","3","01/01/2013"
"72","4","01/01/2013"
"71","5","01/01/2013"
"28","6","01/01/2013"
"77","7","01/01/2013"
"24","8","01/01/2013"
"36","9","01/01/2013"
"78","10","01/01/2013"
"77","1","01/04/2013"
"25","2","01/04/2013"
"38","3","01/04/2013"
"74","4","01/04/2013"
"32","5","01/04/2013"
"27","6","01/04/2013"
"21","7","01/04/2013"
"28","8","01/04/2013"
"78","9","01/04/2013"
"34","10","01/04/2013"
"79","1","01/07/2013"
"31","2","01/07/2013"
"21","3","01/07/2013"
"29","4","01/07/2013"
"22","5","01/07/2013"
"27","6","01/07/2013"
"28","7","01/07/2013"
"34","8","01/07/2013"
"32","9","01/07/2013"
"23","10","01/07/2013"
"78","1","01/10/2013"
"24","2","01/10/2013"
"27","3","01/10/2013"
"21","4","01/10/2013"
"29","5","01/10/2013"
"32","6","01/10/2013"
"25","7","01/10/2013"
"36","8","01/10/2013"
"28","9","01/10/2013"
"34","10","01/10/2013"
"5","1","01/01/2014"
"21","2","01/01/2014"
"36","3","01/01/2014"
"52","4","01/01/2014"
"32","5","01/01/2014"
"24","6","01/01/2014"
"31","7","01/01/2014"
"27","8","01/01/2014"
"28","9","01/01/2014"
"22","10","01/01/2014"
"71","1","01/04/2014"
"32","2","01/04/2014"
"36","3","01/04/2014"
"27","4","01/04/2014"
"28","5","01/04/2014"
"34","6","01/04/2014"
"52","7","01/04/2014"
"21","8","01/04/2014"
"22","9","01/04/2014"
"23","10","01/04/2014"
"72","1","01/07/2014"
"24","2","01/07/2014"
"27","3","01/07/2014"
"36","4","01/07/2014"
"52","5","01/07/2014"
"34","6","01/07/2014"
"32","7","01/07/2014"
"5","8","01/07/2014"
"12","9","01/07/2014"
"21","10","01/07/2014"
"26","1","01/10/2014"
"56","2","01/10/2014"
"29","3","01/10/2014"
"38","4","01/10/2014"
"71","5","01/10/2014"
"32","6","01/10/2014"
"34","7","01/10/2014"
"21","8","01/10/2014"
"27","9","01/10/2014"
"28","10","01/10/2014"
"5","1","01/01/2015"
"21","2","01/01/2015"
"30","3","01/01/2015"
"28","4","01/01/2015"
"52","5","01/01/2015"
"24","6","01/01/2015"
"22","7","01/01/2015"
"27","8","01/01/2015"
"23","9","01/01/2015"
"25","10","01/01/2015"
"27","1","01/04/2015"
"25","2","01/04/2015"
"29","3","01/04/2015"
"32","4","01/04/2015"
"52","5","01/04/2015"
"5","6","01/04/2015"
"21","7","01/04/2015"
"22","8","01/04/2015"
"23","9","01/04/2015"
"24","10","01/04/2015"
"79","1","01/07/2015"
"29","2","01/07/2015"
"52","3","01/07/2015"
"32","4","01/07/2015"
"21","5","01/07/2015"
"24","6","01/07/2015"
"27","7","01/07/2015"
"49","8","01/07/2015"
"22","9","01/07/2015"
"23","10","01/07/2015"
"53","1","01/10/2015"
"29","2","01/10/2015"
"28","3","01/10/2015"
"52","4","01/10/2015"
"27","5","01/10/2015"
"5","6","01/10/2015"
"21","7","01/10/2015"
"22","8","01/10/2015"
"23","9","01/10/2015"
"24","10","01/10/2015"
