"ATA","Rank","Date"
"32","1","01/01/2011"
"27","2","01/01/2011"
"52","3","01/01/2011"
"21","4","01/01/2011"
"34","5","01/01/2011"
"24","6","01/01/2011"
"29","7","01/01/2011"
"28","8","01/01/2011"
"36","9","01/01/2011"
"30","10","01/01/2011"
"32","1","01/07/2011"
"27","2","01/07/2011"
"52","3","01/07/2011"
"21","4","01/07/2011"
"34","5","01/07/2011"
"22","6","01/07/2011"
"36","7","01/07/2011"
"28","8","01/07/2011"
"25","9","01/07/2011"
"29","10","01/07/2011"
"32","1","01/01/2012"
"27","2","01/01/2012"
"52","3","01/01/2012"
"21","4","01/01/2012"
"28","5","01/01/2012"
"22","6","01/01/2012"
"34","7","01/01/2012"
"29","8","01/01/2012"
"36","9","01/01/2012"
"24","10","01/01/2012"
"32","1","01/07/2012"
"27","2","01/07/2012"
"34","3","01/07/2012"
"52","4","01/07/2012"
"21","5","01/07/2012"
"28","6","01/07/2012"
"22","7","01/07/2012"
"29","8","01/07/2012"
"30","9","01/07/2012"
"38","10","01/07/2012"
"27","1","01/01/2013"
"32","2","01/01/2013"
"34","3","01/01/2013"
"52","4","01/01/2013"
"29","5","01/01/2013"
"22","6","01/01/2013"
"21","7","01/01/2013"
"30","8","01/01/2013"
"24","9","01/01/2013"
"31","10","01/01/2013"
"32","1","01/07/2013"
"27","2","01/07/2013"
"34","3","01/07/2013"
"21","4","01/07/2013"
"28","5","01/07/2013"
"52","6","01/07/2013"
"22","7","01/07/2013"
"33","8","01/07/2013"
"25","9","01/07/2013"
"29","10","01/07/2013"
"27","1","01/01/2014"
"32","2","01/01/2014"
"34","3","01/01/2014"
"28","4","01/01/2014"
"52","5","01/01/2014"
"21","6","01/01/2014"
"22","7","01/01/2014"
"24","8","01/01/2014"
"31","9","01/01/2014"
"25","10","01/01/2014"
"32","1","01/07/2014"
"22","2","01/07/2014"
"27","3","01/07/2014"
"34","4","01/07/2014"
"28","5","01/07/2014"
"25","6","01/07/2014"
"52","7","01/07/2014"
"21","8","01/07/2014"
"36","9","01/07/2014"
"24","10","01/07/2014"
"27","1","01/01/2015"
"32","2","01/01/2015"
"34","3","01/01/2015"
"52","4","01/01/2015"
"36","5","01/01/2015"
"22","6","01/01/2015"
"24","7","01/01/2015"
"49","8","01/01/2015"
"28","9","01/01/2015"
"31","10","01/01/2015"
"27","1","01/07/2015"
"32","2","01/07/2015"
"34","3","01/07/2015"
"52","4","01/07/2015"
"22","5","01/07/2015"
"28","6","01/07/2015"
"30","7","01/07/2015"
"49","8","01/07/2015"
"21","9","01/07/2015"
"36","10","01/07/2015"
