"ATA","Rank","Date"
"35","1","01/01/1988"
"71","2","01/01/1988"
"72","3","01/01/1988"
"30","4","01/01/1988"
"26","5","01/01/1988"
"21","6","01/01/1988"
"27","7","01/01/1988"
"77","8","01/01/1988"
"61","9","01/01/1988"
"73","10","01/01/1988"
"70","1","01/01/1989"
"75","2","01/01/1989"
"30","3","01/01/1989"
"61","4","01/01/1989"
"77","5","01/01/1989"
"76","6","01/01/1989"
"71","7","01/01/1989"
"29","8","01/01/1989"
"73","9","01/01/1989"
"32","10","01/01/1989"
"54","1","01/01/1990"
"55","2","01/01/1990"
"75","3","01/01/1990"
"72","4","01/01/1990"
"56","5","01/01/1990"
"71","6","01/01/1990"
"26","7","01/01/1990"
"73","8","01/01/1990"
"30","9","01/01/1990"
"61","10","01/01/1990"
"57","1","01/01/1991"
"75","2","01/01/1991"
"72","3","01/01/1991"
"73","4","01/01/1991"
"56","5","01/01/1991"
"79","6","01/01/1991"
"30","7","01/01/1991"
"78","8","01/01/1991"
"53","9","01/01/1991"
"24","10","01/01/1991"
"72","1","01/01/1992"
"56","2","01/01/1992"
"30","3","01/01/1992"
"78","4","01/01/1992"
"71","5","01/01/1992"
"75","6","01/01/1992"
"73","7","01/01/1992"
"32","8","01/01/1992"
"61","9","01/01/1992"
"29","10","01/01/1992"
"56","1","01/01/1993"
"30","2","01/01/1993"
"72","3","01/01/1993"
"61","4","01/01/1993"
"21","5","01/01/1993"
"73","6","01/01/1993"
"79","7","01/01/1993"
"32","8","01/01/1993"
"71","9","01/01/1993"
"34","10","01/01/1993"
"55","1","01/01/1994"
"78","2","01/01/1994"
"72","3","01/01/1994"
"56","4","01/01/1994"
"30","5","01/01/1994"
"73","6","01/01/1994"
"28","7","01/01/1994"
"29","8","01/01/1994"
"32","9","01/01/1994"
"77","10","01/01/1994"
"51","1","01/01/1995"
"56","2","01/01/1995"
"75","3","01/01/1995"
"72","4","01/01/1995"
"24","5","01/01/1995"
"78","6","01/01/1995"
"73","7","01/01/1995"
"30","8","01/01/1995"
"76","9","01/01/1995"
"26","10","01/01/1995"
"54","1","01/01/1996"
"57","2","01/01/1996"
"56","3","01/01/1996"
"72","4","01/01/1996"
"30","5","01/01/1996"
"71","6","01/01/1996"
"61","7","01/01/1996"
"36","8","01/01/1996"
"78","9","01/01/1996"
"29","10","01/01/1996"
"54","1","01/01/1997"
"56","2","01/01/1997"
"74","3","01/01/1997"
"57","4","01/01/1997"
"53","5","01/01/1997"
"55","6","01/01/1997"
"72","7","01/01/1997"
"30","8","01/01/1997"
"26","9","01/01/1997"
"29","10","01/01/1997"
"75","1","01/01/1998"
"53","2","01/01/1998"
"72","3","01/01/1998"
"71","4","01/01/1998"
"56","5","01/01/1998"
"76","6","01/01/1998"
"27","7","01/01/1998"
"29","8","01/01/1998"
"61","9","01/01/1998"
"73","10","01/01/1998"
"54","1","01/01/1999"
"55","2","01/01/1999"
"78","3","01/01/1999"
"71","4","01/01/1999"
"75","5","01/01/1999"
"56","6","01/01/1999"
"72","7","01/01/1999"
"57","8","01/01/1999"
"24","9","01/01/1999"
"73","10","01/01/1999"
"56","1","01/01/2000"
"55","2","01/01/2000"
"71","3","01/01/2000"
"78","4","01/01/2000"
"75","5","01/01/2000"
"72","6","01/01/2000"
"30","7","01/01/2000"
"61","8","01/01/2000"
"49","9","01/01/2000"
"53","10","01/01/2000"
"71","1","01/01/2001"
"55","2","01/01/2001"
"57","3","01/01/2001"
"78","4","01/01/2001"
"22","5","01/01/2001"
"56","6","01/01/2001"
"29","7","01/01/2001"
"32","8","01/01/2001"
"76","9","01/01/2001"
"73","10","01/01/2001"
"55","1","01/01/2002"
"70","2","01/01/2002"
"53","3","01/01/2002"
"49","4","01/01/2002"
"74","5","01/01/2002"
"75","6","01/01/2002"
"61","7","01/01/2002"
"56","8","01/01/2002"
"71","9","01/01/2002"
"73","10","01/01/2002"
"54","1","01/01/2003"
"78","2","01/01/2003"
"22","3","01/01/2003"
"56","4","01/01/2003"
"27","5","01/01/2003"
"57","6","01/01/2003"
"73","7","01/01/2003"
"32","8","01/01/2003"
"71","9","01/01/2003"
"29","10","01/01/2003"
"70","1","01/01/2004"
"72","2","01/01/2004"
"53","3","01/01/2004"
"56","4","01/01/2004"
"75","5","01/01/2004"
"57","6","01/01/2004"
"61","7","01/01/2004"
"35","8","01/01/2004"
"22","9","01/01/2004"
"27","10","01/01/2004"
"55","1","01/01/2005"
"22","2","01/01/2005"
"57","3","01/01/2005"
"72","4","01/01/2005"
"35","5","01/01/2005"
"61","6","01/01/2005"
"53","7","01/01/2005"
"78","8","01/01/2005"
"28","9","01/01/2005"
"27","10","01/01/2005"
"53","1","01/01/2006"
"78","2","01/01/2006"
"75","3","01/01/2006"
"72","4","01/01/2006"
"56","5","01/01/2006"
"55","6","01/01/2006"
"71","7","01/01/2006"
"36","8","01/01/2006"
"61","9","01/01/2006"
"30","10","01/01/2006"
"54","1","01/01/2007"
"55","2","01/01/2007"
"72","3","01/01/2007"
"53","4","01/01/2007"
"71","5","01/01/2007"
"22","6","01/01/2007"
"26","7","01/01/2007"
"57","8","01/01/2007"
"76","9","01/01/2007"
"77","10","01/01/2007"
"54","1","01/01/2008"
"75","2","01/01/2008"
"36","3","01/01/2008"
"72","4","01/01/2008"
"73","5","01/01/2008"
"56","6","01/01/2008"
"30","7","01/01/2008"
"77","8","01/01/2008"
"24","9","01/01/2008"
"61","10","01/01/2008"
"26","1","01/01/2009"
"74","2","01/01/2009"
"56","3","01/01/2009"
"79","4","01/01/2009"
"32","5","01/01/2009"
"24","6","01/01/2009"
"5","7","01/01/2009"
"75","8","01/01/2009"
"77","9","01/01/2009"
"29","10","01/01/2009"
"55","1","01/01/2010"
"72","2","01/01/2010"
