"ATA","Rank","Date"
"73","1","01/01/1988"
"34","2","01/01/1988"
"32","3","01/01/1988"
"30","4","01/01/1988"
"61","5","01/01/1988"
"27","6","01/01/1988"
"29","7","01/01/1988"
"24","8","01/01/1988"
"77","9","01/01/1988"
"21","10","01/01/1988"
"73","1","01/01/1991"
"32","2","01/01/1991"
"34","3","01/01/1991"
"30","4","01/01/1991"
"61","5","01/01/1991"
"29","6","01/01/1991"
"24","7","01/01/1991"
"27","8","01/01/1991"
"79","9","01/01/1991"
"21","10","01/01/1991"
"32","1","01/01/1994"
"73","2","01/01/1994"
"30","3","01/01/1994"
"34","4","01/01/1994"
"61","5","01/01/1994"
"24","6","01/01/1994"
"29","7","01/01/1994"
"27","8","01/01/1994"
"77","9","01/01/1994"
"21","10","01/01/1994"
"73","1","01/01/1997"
"32","2","01/01/1997"
"30","3","01/01/1997"
"34","4","01/01/1997"
"61","5","01/01/1997"
"27","6","01/01/1997"
"24","7","01/01/1997"
"29","8","01/01/1997"
"77","9","01/01/1997"
"79","10","01/01/1997"
"32","1","01/01/2000"
"34","2","01/01/2000"
"61","3","01/01/2000"
"73","4","01/01/2000"
"30","5","01/01/2000"
"24","6","01/01/2000"
"77","7","01/01/2000"
"27","8","01/01/2000"
"29","9","01/01/2000"
"79","10","01/01/2000"
"32","1","01/01/2003"
"34","2","01/01/2003"
"30","3","01/01/2003"
"61","4","01/01/2003"
"27","5","01/01/2003"
"24","6","01/01/2003"
"29","7","01/01/2003"
"73","8","01/01/2003"
"77","9","01/01/2003"
"79","10","01/01/2003"
"34","1","01/01/2006"
"32","2","01/01/2006"
"30","3","01/01/2006"
"61","4","01/01/2006"
"24","5","01/01/2006"
"27","6","01/01/2006"
"29","7","01/01/2006"
"73","8","01/01/2006"
"77","9","01/01/2006"
"28","10","01/01/2006"
"34","1","01/01/2009"
"32","2","01/01/2009"
"30","3","01/01/2009"
"61","4","01/01/2009"
"73","5","01/01/2009"
"24","6","01/01/2009"
"33","7","01/01/2009"
"77","8","01/01/2009"
"27","9","01/01/2009"
"29","10","01/01/2009"
"34","1","01/01/2012"
"32","2","01/01/2012"
"61","3","01/01/2012"
"73","4","01/01/2012"
"30","5","01/01/2012"
"29","6","01/01/2012"
"24","7","01/01/2012"
"27","8","01/01/2012"
"77","9","01/01/2012"
"33","10","01/01/2012"
"34","1","01/01/2015"
"32","2","01/01/2015"
"24","3","01/01/2015"
"61","4","01/01/2015"
"30","5","01/01/2015"
"73","6","01/01/2015"
"77","7","01/01/2015"
"29","8","01/01/2015"
"33","9","01/01/2015"
"27","10","01/01/2015"
