"ATA","Rank","Date"
"29","9","01/01/1995"
"52","10","01/01/1995"
"32","1","01/01/1996"
"30","2","01/01/1996"
"73","3","01/01/1996"
"61","4","01/01/1996"
"34","5","01/01/1996"
"24","6","01/01/1996"
"29","7","01/01/1996"
"77","8","01/01/1996"
"21","9","01/01/1996"
"27","10","01/01/1996"
"73","1","01/01/1997"
"32","2","01/01/1997"
"30","3","01/01/1997"
"34","4","01/01/1997"
"61","5","01/01/1997"
"29","6","01/01/1997"
"24","7","01/01/1997"
"27","8","01/01/1997"
"79","9","01/01/1997"
"28","10","01/01/1997"
"32","1","01/01/1998"
"73","2","01/01/1998"
"30","3","01/01/1998"
"34","4","01/01/1998"
"61","5","01/01/1998"
"27","6","01/01/1998"
"29","7","01/01/1998"
"24","8","01/01/1998"
"77","9","01/01/1998"
"79","10","01/01/1998"
"30","1","01/01/1999"
"32","2","01/01/1999"
"73","3","01/01/1999"
"34","4","01/01/1999"
"61","5","01/01/1999"
"24","6","01/01/1999"
"27","7","01/01/1999"
"77","8","01/01/1999"
"29","9","01/01/1999"
"33","10","01/01/1999"
"32","1","01/01/2000"
"73","2","01/01/2000"
"61","3","01/01/2000"
"30","4","01/01/2000"
"34","5","01/01/2000"
"24","6","01/01/2000"
"29","7","01/01/2000"
"27","8","01/01/2000"
"77","9","01/01/2000"
"79","10","01/01/2000"
"34","1","01/01/2001"
"32","2","01/01/2001"
"61","3","01/01/2001"
"73","4","01/01/2001"
"30","5","01/01/2001"
"77","6","01/01/2001"
"24","7","01/01/2001"
"27","8","01/01/2001"
"29","9","01/01/2001"
"79","10","01/01/2001"
"32","1","01/01/2002"
"34","2","01/01/2002"
"61","3","01/01/2002"
"30","4","01/01/2002"
"73","5","01/01/2002"
"77","6","01/01/2002"
"24","7","01/01/2002"
"29","8","01/01/2002"
"27","9","01/01/2002"
"79","10","01/01/2002"
"32","1","01/01/2003"
"34","2","01/01/2003"
"61","3","01/01/2003"
"30","4","01/01/2003"
"24","5","01/01/2003"
"73","6","01/01/2003"
"77","7","01/01/2003"
"27","8","01/01/2003"
"29","9","01/01/2003"
"21","10","01/01/2003"
"32","1","01/01/2004"
"34","2","01/01/2004"
"30","3","01/01/2004"
"61","4","01/01/2004"
"24","5","01/01/2004"
"27","6","01/01/2004"
"29","7","01/01/2004"
"73","8","01/01/2004"
"77","9","01/01/2004"
"33","10","01/01/2004"
"32","1","01/01/2005"
"34","2","01/01/2005"
"61","3","01/01/2005"
"30","4","01/01/2005"
"29","5","01/01/2005"
"27","6","01/01/2005"
"73","7","01/01/2005"
"77","8","01/01/2005"
"79","9","01/01/2005"
"24","10","01/01/2005"
"34","1","01/01/2006"
"61","2","01/01/2006"
"30","3","01/01/2006"
"32","4","01/01/2006"
"77","5","01/01/2006"
"27","6","01/01/2006"
"24","7","01/01/2006"
"73","8","01/01/2006"
"29","9","01/01/2006"
"21","10","01/01/2006"
"34","1","01/01/2007"
"32","2","01/01/2007"
"30","3","01/01/2007"
"61","4","01/01/2007"
"24","5","01/01/2007"
"27","6","01/01/2007"
"73","7","01/01/2007"
"79","8","01/01/2007"
"77","9","01/01/2007"
"29","10","01/01/2007"
"34","1","01/01/2008"
"32","2","01/01/2008"
"30","3","01/01/2008"
"61","4","01/01/2008"
"24","5","01/01/2008"
"29","6","01/01/2008"
"27","7","01/01/2008"
"73","8","01/01/2008"
"77","9","01/01/2008"
"28","10","01/01/2008"
"34","1","01/01/2009"
"61","2","01/01/2009"
"30","3","01/01/2009"
"32","4","01/01/2009"
"73","5","01/01/2009"
"24","6","01/01/2009"
"77","7","01/01/2009"
"27","8","01/01/2009"
"33","9","01/01/2009"
"28","10","01/01/2009"
"34","1","01/01/2010"
"32","2","01/01/2010"
"30","3","01/01/2010"
"73","4","01/01/2010"
"61","5","01/01/2010"
"33","6","01/01/2010"
"24","7","01/01/2010"
"29","8","01/01/2010"
"5","9","01/01/2010"
"77","10","01/01/2010"
"34","1","01/01/2011"
"32","2","01/01/2011"
"30","3","01/01/2011"
"24","4","01/01/2011"
"61","5","01/01/2011"
"73","6","01/01/2011"
"23","7","01/01/2011"
"52","8","01/01/2011"
"27","9","01/01/2011"
"76","10","01/01/2011"
"34","1","01/01/2012"
"32","2","01/01/2012"
"61","3","01/01/2012"
"30","4","01/01/2012"
"73","5","01/01/2012"
"77","6","01/01/2012"
"29","7","01/01/2012"
"33","8","01/01/2012"
"27","9","01/01/2012"
"52","10","01/01/2012"
"34","1","01/01/2013"
"32","2","01/01/2013"
"61","3","01/01/2013"
"29","4","01/01/2013"
"73","5","01/01/2013"
"30","6","01/01/2013"
"27","7","01/01/2013"
"24","8","01/01/2013"
"5","9","01/01/2013"
"52","10","01/01/2013"
"34","1","01/01/2014"
"32","2","01/01/2014"
"61","3","01/01/2014"
"24","4","01/01/2014"
"73","5","01/01/2014"
"23","6","01/01/2014"
"27","7","01/01/2014"
"30","8","01/01/2014"
"29","9","01/01/2014"
"25","10","01/01/2014"
"34","1","01/01/2015"
"32","2","01/01/2015"
"24","3","01/01/2015"
"61","4","01/01/2015"
"77","5","01/01/2015"
"29","6","01/01/2015"
"33","7","01/01/2015"
"73","8","01/01/2015"
"30","9","01/01/2015"
"27","10","01/01/2015"
