"ATA","Rank","Date"
"73","1","01/01/1988"
"30","2","01/01/1988"
"34","3","01/01/1988"
"61","4","01/01/1988"
"27","5","01/01/1988"
"32","6","01/01/1988"
"24","7","01/01/1988"
"28","8","01/01/1988"
"77","9","01/01/1988"
"29","10","01/01/1988"
"73","1","01/01/1989"
"61","2","01/01/1989"
"32","3","01/01/1989"
"34","4","01/01/1989"
"27","5","01/01/1989"
"77","6","01/01/1989"
"29","7","01/01/1989"
"30","8","01/01/1989"
"24","9","01/01/1989"
"21","10","01/01/1989"
"73","1","01/01/1990"
"34","2","01/01/1990"
"32","3","01/01/1990"
"30","4","01/01/1990"
"61","5","01/01/1990"
"29","6","01/01/1990"
"27","7","01/01/1990"
"24","8","01/01/1990"
"21","9","01/01/1990"
"72","10","01/01/1990"
"73","1","01/01/1991"
"32","2","01/01/1991"
"61","3","01/01/1991"
"30","4","01/01/1991"
"34","5","01/01/1991"
"29","6","01/01/1991"
"27","7","01/01/1991"
"24","8","01/01/1991"
"79","9","01/01/1991"
"52","10","01/01/1991"
"73","1","01/01/1992"
"32","2","01/01/1992"
"34","3","01/01/1992"
"30","4","01/01/1992"
"61","5","01/01/1992"
"24","6","01/01/1992"
"29","7","01/01/1992"
"79","8","01/01/1992"
"27","9","01/01/1992"
"52","10","01/01/1992"
"73","1","01/01/1993"
"32","2","01/01/1993"
"34","3","01/01/1993"
"30","4","01/01/1993"
"61","5","01/01/1993"
"29","6","01/01/1993"
"27","7","01/01/1993"
"24","8","01/01/1993"
"21","9","01/01/1993"
"79","10","01/01/1993"
"73","1","01/01/1994"
"34","2","01/01/1994"
"32","3","01/01/1994"
"30","4","01/01/1994"
"61","5","01/01/1994"
"24","6","01/01/1994"
"29","7","01/01/1994"
"27","8","01/01/1994"
"77","9","01/01/1994"
"79","10","01/01/1994"
"30","1","01/01/1995"
"32","2","01/01/1995"
"73","3","01/01/1995"
"34","4","01/01/1995"
"61","5","01/01/1995"
"24","6","01/01/1995"
"27","7","01/01/1995"
"77","8","01/01/1995"
