"ATA","Rank","Date"
"36","1","01/01/2011"
"56","2","01/01/2011"
"27","3","01/01/2011"
"24","4","01/01/2011"
"55","5","01/01/2011"
"72","6","01/01/2011"
"29","7","01/01/2011"
"35","8","01/01/2011"
"30","9","01/01/2011"
"76","10","01/01/2011"
"22","1","01/07/2011"
"26","2","01/07/2011"
"57","3","01/07/2011"
"27","4","01/07/2011"
"56","5","01/07/2011"
"73","6","01/07/2011"
"77","7","01/07/2011"
"21","8","01/07/2011"
"79","9","01/07/2011"
"38","10","01/07/2011"
"26","1","01/01/2012"
"72","2","01/01/2012"
"32","3","01/01/2012"
"36","4","01/01/2012"
"28","5","01/01/2012"
"53","6","01/01/2012"
"56","7","01/01/2012"
"34","8","01/01/2012"
"27","9","01/01/2012"
"52","10","01/01/2012"
"72","1","01/07/2012"
"56","2","01/07/2012"
"21","3","01/07/2012"
"24","4","01/07/2012"
"28","5","01/07/2012"
"32","6","01/07/2012"
"76","7","01/07/2012"
"34","8","01/07/2012"
"29","9","01/07/2012"
"30","10","01/07/2012"
"56","1","01/01/2013"
"72","2","01/01/2013"
"12","3","01/01/2013"
"31","4","01/01/2013"
"38","5","01/01/2013"
"27","6","01/01/2013"
"29","7","01/01/2013"
"35","8","01/01/2013"
"32","9","01/01/2013"
"52","10","01/01/2013"
"72","1","01/07/2013"
"77","2","01/07/2013"
"76","3","01/07/2013"
"29","4","01/07/2013"
"36","5","01/07/2013"
"71","6","01/07/2013"
"24","7","01/07/2013"
"31","8","01/07/2013"
"30","9","01/07/2013"
"73","10","01/07/2013"
"12","1","01/01/2014"
"21","2","01/01/2014"
"76","3","01/01/2014"
"71","4","01/01/2014"
"29","5","01/01/2014"
"73","6","01/01/2014"
"27","7","01/01/2014"
"36","8","01/01/2014"
"61","9","01/01/2014"
"24","10","01/01/2014"
"54","1","01/07/2014"
"31","2","01/07/2014"
"72","3","01/07/2014"
"61","4","01/07/2014"
"29","5","01/07/2014"
"32","6","01/07/2014"
"27","7","01/07/2014"
"30","8","01/07/2014"
"28","9","01/07/2014"
"23","10","01/07/2014"
"53","1","01/01/2015"
"56","2","01/01/2015"
"76","3","01/01/2015"
"21","4","01/01/2015"
"23","5","01/01/2015"
"27","6","01/01/2015"
"61","7","01/01/2015"
"29","8","01/01/2015"
"28","9","01/01/2015"
"73","10","01/01/2015"
"30","1","01/07/2015"
"71","2","01/07/2015"
"77","3","01/07/2015"
"73","4","01/07/2015"
"29","5","01/07/2015"
"35","6","01/07/2015"
"24","7","01/07/2015"
"61","8","01/07/2015"
"34","9","01/07/2015"
"27","10","01/07/2015"
