"ATA","Rank","Date"
"22","1","01/01/2011"
"26","2","01/01/2011"
"27","3","01/01/2011"
"55","4","01/01/2011"
"56","5","01/01/2011"
"72","6","01/01/2011"
"24","7","01/01/2011"
"36","8","01/01/2011"
"29","9","01/01/2011"
"79","10","01/01/2011"
"26","1","01/01/2012"
"72","2","01/01/2012"
"56","3","01/01/2012"
"32","4","01/01/2012"
"53","5","01/01/2012"
"28","6","01/01/2012"
"21","7","01/01/2012"
"34","8","01/01/2012"
"36","9","01/01/2012"
"24","10","01/01/2012"
"72","1","01/01/2013"
"31","2","01/01/2013"
"29","3","01/01/2013"
"12","4","01/01/2013"
"56","5","01/01/2013"
"76","6","01/01/2013"
"24","7","01/01/2013"
"71","8","01/01/2013"
"27","9","01/01/2013"
"77","10","01/01/2013"
"54","1","01/01/2014"
"12","2","01/01/2014"
"21","3","01/01/2014"
"76","4","01/01/2014"
"29","5","01/01/2014"
"61","6","01/01/2014"
"72","7","01/01/2014"
"71","8","01/01/2014"
"73","9","01/01/2014"
"31","10","01/01/2014"
"53","1","01/01/2015"
"56","2","01/01/2015"
"76","3","01/01/2015"
"23","4","01/01/2015"
"73","5","01/01/2015"
"61","6","01/01/2015"
"29","7","01/01/2015"
"27","8","01/01/2015"
"30","9","01/01/2015"
"21","10","01/01/2015"
