"ATA","Rank","Date"
"27","1","01/01/2014"
"32","2","01/01/2014"
"22","3","01/01/2014"
"28","4","01/01/2014"
"34","5","01/01/2014"
"29","6","01/01/2014"
"25","7","01/01/2014"
"49","8","01/01/2014"
"21","9","01/01/2014"
"23","10","01/01/2014"
"32","1","01/07/2014"
"22","2","01/07/2014"
"27","3","01/07/2014"
"34","4","01/07/2014"
"28","5","01/07/2014"
"21","6","01/07/2014"
"30","7","01/07/2014"
"29","8","01/07/2014"
"25","9","01/07/2014"
"52","10","01/07/2014"
"32","1","01/01/2015"
"34","2","01/01/2015"
"27","3","01/01/2015"
"28","4","01/01/2015"
"22","5","01/01/2015"
"21","6","01/01/2015"
"49","7","01/01/2015"
"29","8","01/01/2015"
"36","9","01/01/2015"
"30","10","01/01/2015"
"27","1","01/07/2015"
"32","2","01/07/2015"
"34","3","01/07/2015"
"28","4","01/07/2015"
"22","5","01/07/2015"
"29","6","01/07/2015"
"21","7","01/07/2015"
"36","8","01/07/2015"
"49","9","01/07/2015"
"74","10","01/07/2015"
