"ATA","Rank","Year"
"291","1","01/01/1988"
"324","2","01/01/1988"
"381","3","01/01/1988"
"321","4","01/01/1988"
"342","5","01/01/1988"
"273","6","01/01/1988"
"383","7","01/01/1988"
"361","8","01/01/1988"
"362","9","01/01/1988"
"774","10","01/01/1988"
"324","1","01/01/1989"
"281","2","01/01/1989"
"326","3","01/01/1989"
"361","4","01/01/1989"
"342","5","01/01/1989"
"362","6","01/01/1989"
"221","7","01/01/1989"
"243","8","01/01/1989"
"223","9","01/01/1989"
"222","10","01/01/1989"
"324","1","01/01/1990"
"361","2","01/01/1990"
"243","3","01/01/1990"
"326","4","01/01/1990"
"291","5","01/01/1990"
"774","6","01/01/1990"
"342","7","01/01/1990"
"276","8","01/01/1990"
"783","9","01/01/1990"
"275","10","01/01/1990"
"324","1","01/01/1991"
"361","2","01/01/1991"
"275","3","01/01/1991"
"276","4","01/01/1991"
"221","5","01/01/1991"
"272","6","01/01/1991"
"342","7","01/01/1991"
"222","8","01/01/1991"
"774","9","01/01/1991"
"291","10","01/01/1991"
"222","1","01/01/1992"
"342","2","01/01/1992"
"326","3","01/01/1992"
"324","4","01/01/1992"
"361","5","01/01/1992"
"284","6","01/01/1992"
"276","7","01/01/1992"
"291","8","01/01/1992"
"346","9","01/01/1992"
"774","10","01/01/1992"
"222","1","01/01/1993"
"324","2","01/01/1993"
"361","3","01/01/1993"
"326","4","01/01/1993"
"774","5","01/01/1993"
"276","6","01/01/1993"
"291","7","01/01/1993"
"342","8","01/01/1993"
"221","9","01/01/1993"
"273","10","01/01/1993"
"324","1","01/01/1994"
"361","2","01/01/1994"
"276","3","01/01/1994"
"222","4","01/01/1994"
"326","5","01/01/1994"
"291","6","01/01/1994"
"273","7","01/01/1994"
"774","8","01/01/1994"
"221","9","01/01/1994"
"783","10","01/01/1994"
"324","1","01/01/1995"
"361","2","01/01/1995"
"326","3","01/01/1995"
"291","4","01/01/1995"
"221","5","01/01/1995"
"774","6","01/01/1995"
"342","7","01/01/1995"
"273","8","01/01/1995"
"276","9","01/01/1995"
"302","10","01/01/1995"
"324","1","01/01/1996"
"222","2","01/01/1996"
"361","3","01/01/1996"
"276","4","01/01/1996"
"273","5","01/01/1996"
"291","6","01/01/1996"
"213","7","01/01/1996"
"326","8","01/01/1996"
"561","9","01/01/1996"
"221","10","01/01/1996"
"324","1","01/01/1997"
"276","2","01/01/1997"
"291","3","01/01/1997"
"342","4","01/01/1997"
"361","5","01/01/1997"
"275","6","01/01/1997"
"561","7","01/01/1997"
"273","8","01/01/1997"
"272","9","01/01/1997"
"326","10","01/01/1997"
"324","1","01/01/1998"
"361","2","01/01/1998"
"215","3","01/01/1998"
"276","4","01/01/1998"
"291","5","01/01/1998"
"561","6","01/01/1998"
"275","7","01/01/1998"
"272","8","01/01/1998"
"243","9","01/01/1998"
"321","10","01/01/1998"
"324","1","01/01/1999"
"361","2","01/01/1999"
"342","3","01/01/1999"
"783","4","01/01/1999"
"215","5","01/01/1999"
"291","6","01/01/1999"
"276","7","01/01/1999"
"243","8","01/01/1999"
"275","9","01/01/1999"
"213","10","01/01/1999"
"324","1","01/01/2000"
"276","2","01/01/2000"
"361","3","01/01/2000"
"275","4","01/01/2000"
"344","5","01/01/2000"
"783","6","01/01/2000"
"342","7","01/01/2000"
"490","8","01/01/2000"
"282","9","01/01/2000"
"291","10","01/01/2000"
"324","1","01/01/2001"
"783","2","01/01/2001"
"361","3","01/01/2001"
"490","4","01/01/2001"
"275","5","01/01/2001"
"276","6","01/01/2001"
"774","7","01/01/2001"
"221","8","01/01/2001"
"282","9","01/01/2001"
"342","10","01/01/2001"
"324","1","01/01/2002"
"361","2","01/01/2002"
"275","3","01/01/2002"
"561","4","01/01/2002"
"276","5","01/01/2002"
"342","6","01/01/2002"
"221","7","01/01/2002"
"282","8","01/01/2002"
"720","9","01/01/2002"
"301","10","01/01/2002"
"324","1","01/01/2003"
"361","2","01/01/2003"
"281","3","01/01/2003"
"561","4","01/01/2003"
"521","5","01/01/2003"
"282","6","01/01/2003"
"276","7","01/01/2003"
"342","8","01/01/2003"
"291","9","01/01/2003"
"321","10","01/01/2003"
"324","1","01/01/2004"
"361","2","01/01/2004"
"342","3","01/01/2004"
"783","4","01/01/2004"
"276","5","01/01/2004"
"282","6","01/01/2004"
"561","7","01/01/2004"
"290","8","01/01/2004"
"275","9","01/01/2004"
"774","10","01/01/2004"
"324","1","01/01/2005"
"342","2","01/01/2005"
"361","3","01/01/2005"
"783","4","01/01/2005"
"243","5","01/01/2005"
"291","6","01/01/2005"
"276","7","01/01/2005"
"774","8","01/01/2005"
"221","9","01/01/2005"
"282","10","01/01/2005"
"324","1","01/01/2006"
"361","2","01/01/2006"
"221","3","01/01/2006"
"342","4","01/01/2006"
"276","5","01/01/2006"
"282","6","01/01/2006"
"213","7","01/01/2006"
"326","8","01/01/2006"
"222","9","01/01/2006"
"290","10","01/01/2006"
"324","1","01/01/2007"
"361","2","01/01/2007"
"276","3","01/01/2007"
"342","4","01/01/2007"
"221","5","01/01/2007"
"783","6","01/01/2007"
"774","7","01/01/2007"
"561","8","01/01/2007"
"291","9","01/01/2007"
"326","10","01/01/2007"
"324","1","01/01/2008"
"361","2","01/01/2008"
"276","3","01/01/2008"
"342","4","01/01/2008"
"783","5","01/01/2008"
"213","6","01/01/2008"
"774","7","01/01/2008"
"290","8","01/01/2008"
"282","9","01/01/2008"
"50","10","01/01/2008"
"324","1","01/01/2009"
"361","2","01/01/2009"
"291","3","01/01/2009"
"276","4","01/01/2009"
"221","5","01/01/2009"
"344","6","01/01/2009"
"774","7","01/01/2009"
"342","8","01/01/2009"
"50","9","01/01/2009"
"275","10","01/01/2009"
"324","1","01/01/2010"
"50","2","01/01/2010"
"291","3","01/01/2010"
"276","4","01/01/2010"
"342","5","01/01/2010"
"222","6","01/01/2010"
"282","7","01/01/2010"
"323","8","01/01/2010"
"281","9","01/01/2010"
"783","10","01/01/2010"
"291","1","01/01/2011"
"324","2","01/01/2011"
"361","3","01/01/2011"
"213","4","01/01/2011"
"341","5","01/01/2011"
"275","6","01/01/2011"
"561","7","01/01/2011"
"50","8","01/01/2011"
"783","9","01/01/2011"
"342","10","01/01/2011"
"324","1","01/01/2012"
"282","2","01/01/2012"
"276","3","01/01/2012"
"361","4","01/01/2012"
"275","5","01/01/2012"
"281","6","01/01/2012"
"561","7","01/01/2012"
"326","8","01/01/2012"
"774","9","01/01/2012"
"783","10","01/01/2012"
"324","1","01/01/2013"
"50","2","01/01/2013"
"361","3","01/01/2013"
"291","4","01/01/2013"
"774","5","01/01/2013"
"783","6","01/01/2013"
"274","7","01/01/2013"
"341","8","01/01/2013"
"344","9","01/01/2013"
"282","10","01/01/2013"
"324","1","01/01/2014"
"221","2","01/01/2014"
"561","3","01/01/2014"
"344","4","01/01/2014"
"361","5","01/01/2014"
"276","6","01/01/2014"
"326","7","01/01/2014"
"774","8","01/01/2014"
"275","9","01/01/2014"
"291","10","01/01/2014"
"361","1","01/01/2015"
"324","2","01/01/2015"
"276","3","01/01/2015"
"561","4","01/01/2015"
"275","5","01/01/2015"
"323","6","01/01/2015"
"342","7","01/01/2015"
