"ATA","Rank","Date"
"32","1","01/01/1988"
"27","2","01/01/1988"
"34","3","01/01/1988"
"36","4","01/01/1988"
"29","5","01/01/1988"
"21","6","01/01/1988"
"24","7","01/01/1988"
"22","8","01/01/1988"
"28","9","01/01/1988"
"30","10","01/01/1988"
"27","1","01/01/1991"
"32","2","01/01/1991"
"36","3","01/01/1991"
"29","4","01/01/1991"
"34","5","01/01/1991"
"22","6","01/01/1991"
"21","7","01/01/1991"
"30","8","01/01/1991"
"28","9","01/01/1991"
"56","10","01/01/1991"
"32","1","01/01/1994"
"27","2","01/01/1994"
"36","3","01/01/1994"
"21","4","01/01/1994"
"29","5","01/01/1994"
"72","6","01/01/1994"
"28","7","01/01/1994"
"22","8","01/01/1994"
"30","9","01/01/1994"
"56","10","01/01/1994"
"32","1","01/01/1997"
"27","2","01/01/1997"
"21","3","01/01/1997"
"29","4","01/01/1997"
"72","5","01/01/1997"
"30","6","01/01/1997"
"36","7","01/01/1997"
"22","8","01/01/1997"
"28","9","01/01/1997"
"56","10","01/01/1997"
"32","1","01/01/2000"
"27","2","01/01/2000"
"21","3","01/01/2000"
"30","4","01/01/2000"
"36","5","01/01/2000"
"29","6","01/01/2000"
"56","7","01/01/2000"
"72","8","01/01/2000"
"34","9","01/01/2000"
"28","10","01/01/2000"
"32","1","01/01/2003"
"27","2","01/01/2003"
"21","3","01/01/2003"
"36","4","01/01/2003"
"72","5","01/01/2003"
"34","6","01/01/2003"
"29","7","01/01/2003"
"22","8","01/01/2003"
"56","9","01/01/2003"
"77","10","01/01/2003"
"32","1","01/01/2006"
"27","2","01/01/2006"
"36","3","01/01/2006"
"29","4","01/01/2006"
"34","5","01/01/2006"
"28","6","01/01/2006"
"72","7","01/01/2006"
"21","8","01/01/2006"
"56","9","01/01/2006"
"30","10","01/01/2006"
"32","1","01/01/2009"
"27","2","01/01/2009"
"29","3","01/01/2009"
"21","4","01/01/2009"
"34","5","01/01/2009"
"36","6","01/01/2009"
"56","7","01/01/2009"
"30","8","01/01/2009"
"28","9","01/01/2009"
"72","10","01/01/2009"
"32","1","01/01/2012"
"27","2","01/01/2012"
"29","3","01/01/2012"
"28","4","01/01/2012"
"34","5","01/01/2012"
"21","6","01/01/2012"
"36","7","01/01/2012"
"56","8","01/01/2012"
"30","9","01/01/2012"
"72","10","01/01/2012"
"32","1","01/01/2015"
"29","2","01/01/2015"
"27","3","01/01/2015"
"30","4","01/01/2015"
"34","5","01/01/2015"
"28","6","01/01/2015"
"74","7","01/01/2015"
"21","8","01/01/2015"
"56","9","01/01/2015"
"72","10","01/01/2015"
