"ATA","Rank","Date"
"54","1","01/01/1988"
"70","2","01/01/1988"
"72","3","01/01/1988"
"56","4","01/01/1988"
"75","5","01/01/1988"
"71","6","01/01/1988"
"30","7","01/01/1988"
"55","8","01/01/1988"
"73","9","01/01/1988"
"61","10","01/01/1988"
"72","1","01/01/1991"
"75","2","01/01/1991"
"56","3","01/01/1991"
"30","4","01/01/1991"
"73","5","01/01/1991"
"61","6","01/01/1991"
"79","7","01/01/1991"
"78","8","01/01/1991"
"32","9","01/01/1991"
"57","10","01/01/1991"
"51","1","01/01/1994"
"56","2","01/01/1994"
"72","3","01/01/1994"
"54","4","01/01/1994"
"75","5","01/01/1994"
"78","6","01/01/1994"
"57","7","01/01/1994"
"30","8","01/01/1994"
"73","9","01/01/1994"
"24","10","01/01/1994"
"75","1","01/01/1997"
"54","2","01/01/1997"
"56","3","01/01/1997"
"71","4","01/01/1997"
"55","5","01/01/1997"
"72","6","01/01/1997"
"53","7","01/01/1997"
"57","8","01/01/1997"
"29","9","01/01/1997"
"76","10","01/01/1997"
"70","1","01/01/2000"
"55","2","01/01/2000"
"71","3","01/01/2000"
"56","4","01/01/2000"
"78","5","01/01/2000"
"53","6","01/01/2000"
"57","7","01/01/2000"
"72","8","01/01/2000"
"61","9","01/01/2000"
"73","10","01/01/2000"
"70","1","01/01/2003"
"22","2","01/01/2003"
"78","3","01/01/2003"
"56","4","01/01/2003"
"57","5","01/01/2003"
"72","6","01/01/2003"
"55","7","01/01/2003"
"27","8","01/01/2003"
"53","9","01/01/2003"
"61","10","01/01/2003"
"54","1","01/01/2006"
"72","2","01/01/2006"
"53","3","01/01/2006"
"55","4","01/01/2006"
"75","5","01/01/2006"
"56","6","01/01/2006"
"80","7","01/01/2006"
"57","8","01/01/2006"
"73","9","01/01/2006"
"30","10","01/01/2006"
"55","1","01/01/2009"
"72","2","01/01/2009"
"56","3","01/01/2009"
"26","4","01/01/2009"
"74","5","01/01/2009"
"80","6","01/01/2009"
"27","7","01/01/2009"
"24","8","01/01/2009"
"29","9","01/01/2009"
"73","10","01/01/2009"
"72","1","01/01/2012"
"12","2","01/01/2012"
"29","3","01/01/2012"
"56","4","01/01/2012"
"32","5","01/01/2012"
"53","6","01/01/2012"
"54","7","01/01/2012"
"27","8","01/01/2012"
"31","9","01/01/2012"
"76","10","01/01/2012"
"53","1","01/01/2015"
"56","2","01/01/2015"
"76","3","01/01/2015"
"73","4","01/01/2015"
"27","5","01/01/2015"
"23","6","01/01/2015"
"61","7","01/01/2015"
"29","8","01/01/2015"
"30","9","01/01/2015"
"24","10","01/01/2015"
