"ATA","Rank","Date"
"34","1","01/01/2014"
"32","2","01/01/2014"
"73","3","01/01/2014"
"24","4","01/01/2014"
"61","5","01/01/2014"
"27","6","01/01/2014"
"30","7","01/01/2014"
"29","8","01/01/2014"
"23","9","01/01/2014"
"25","10","01/01/2014"
"34","1","01/07/2014"
"61","2","01/07/2014"
"24","3","01/07/2014"
"32","4","01/07/2014"
"23","5","01/07/2014"
"28","6","01/07/2014"
"27","7","01/07/2014"
"30","8","01/07/2014"
"73","9","01/07/2014"
"79","10","01/07/2014"
"34","1","01/01/2015"
"24","2","01/01/2015"
"61","3","01/01/2015"
"32","4","01/01/2015"
"29","5","01/01/2015"
"77","6","01/01/2015"
"33","7","01/01/2015"
"30","8","01/01/2015"
"52","9","01/01/2015"
"73","10","01/01/2015"
"34","1","01/07/2015"
"32","2","01/07/2015"
"27","3","01/07/2015"
"73","4","01/07/2015"
"56","5","01/07/2015"
"61","6","01/07/2015"
"77","7","01/07/2015"
"21","8","01/07/2015"
"24","9","01/07/2015"
"33","10","01/07/2015"
