"ATA","Rank","Date"
"32","1","01/01/2011"
"27","2","01/01/2011"
"21","3","01/01/2011"
"29","4","01/01/2011"
"34","5","01/01/2011"
"52","6","01/01/2011"
"72","7","01/01/2011"
"73","8","01/01/2011"
"22","9","01/01/2011"
"30","10","01/01/2011"
"27","1","01/04/2011"
"29","2","01/04/2011"
"32","3","01/04/2011"
"24","4","01/04/2011"
"52","5","01/04/2011"
"73","6","01/04/2011"
"21","7","01/04/2011"
"26","8","01/04/2011"
"28","9","01/04/2011"
"30","10","01/04/2011"
"27","1","01/07/2011"
"32","2","01/07/2011"
"36","3","01/07/2011"
"72","4","01/07/2011"
"29","5","01/07/2011"
"21","6","01/07/2011"
"23","7","01/07/2011"
"30","8","01/07/2011"
"31","9","01/07/2011"
"71","10","01/07/2011"
"32","1","01/10/2011"
"27","2","01/10/2011"
"52","3","01/10/2011"
"72","4","01/10/2011"
"24","5","01/10/2011"
"21","6","01/10/2011"
"22","7","01/10/2011"
"29","8","01/10/2011"
"34","9","01/10/2011"
"36","10","01/10/2011"
"22","1","01/01/2012"
"35","2","01/01/2012"
"52","3","01/01/2012"
"21","4","01/01/2012"
"24","5","01/01/2012"
"25","6","01/01/2012"
"27","7","01/01/2012"
"29","8","01/01/2012"
"32","9","01/01/2012"
"36","10","01/01/2012"
"27","1","01/04/2012"
"56","2","01/04/2012"
"21","3","01/04/2012"
"24","4","01/04/2012"
"26","5","01/04/2012"
"28","6","01/04/2012"
"29","7","01/04/2012"
"32","8","01/04/2012"
"34","9","01/04/2012"
"36","10","01/04/2012"
"32","1","01/07/2012"
"27","2","01/07/2012"
"28","3","01/07/2012"
"34","4","01/07/2012"
"78","5","01/07/2012"
"25","6","01/07/2012"
"29","7","01/07/2012"
"21","8","01/07/2012"
"22","9","01/07/2012"
"23","10","01/07/2012"
"27","1","01/10/2012"
"29","2","01/10/2012"
"32","3","01/10/2012"
"34","4","01/10/2012"
"25","5","01/10/2012"
"28","6","01/10/2012"
"30","7","01/10/2012"
"36","8","01/10/2012"
"38","9","01/10/2012"
"72","10","01/10/2012"
"29","1","01/01/2013"
"27","2","01/01/2013"
"34","3","01/01/2013"
"24","4","01/01/2013"
"25","5","01/01/2013"
"28","6","01/01/2013"
"32","7","01/01/2013"
"36","8","01/01/2013"
"57","9","01/01/2013"
"71","10","01/01/2013"
"32","1","01/04/2013"
"27","2","01/04/2013"
"34","3","01/04/2013"
"52","4","01/04/2013"
"21","5","01/04/2013"
"22","6","01/04/2013"
"25","7","01/04/2013"
"28","8","01/04/2013"
"29","9","01/04/2013"
"38","10","01/04/2013"
"27","1","01/07/2013"
"21","2","01/07/2013"
"22","3","01/07/2013"
"28","4","01/07/2013"
"29","5","01/07/2013"
"31","6","01/07/2013"
"32","7","01/07/2013"
"34","8","01/07/2013"
"79","9","01/07/2013"
"23","10","01/07/2013"
"27","1","01/10/2013"
"21","2","01/10/2013"
"32","3","01/10/2013"
"24","4","01/10/2013"
"25","5","01/10/2013"
"28","6","01/10/2013"
"29","7","01/10/2013"
"34","8","01/10/2013"
"36","9","01/10/2013"
"78","10","01/10/2013"
"32","1","01/01/2014"
"52","2","01/01/2014"
"21","3","01/01/2014"
"27","4","01/01/2014"
"5","5","01/01/2014"
"24","6","01/01/2014"
"28","7","01/01/2014"
"31","8","01/01/2014"
"36","9","01/01/2014"
"22","10","01/01/2014"
"27","1","01/04/2014"
"32","2","01/04/2014"
"28","3","01/04/2014"
"34","4","01/04/2014"
"36","5","01/04/2014"
"52","6","01/04/2014"
"71","7","01/04/2014"
"21","8","01/04/2014"
"22","9","01/04/2014"
"23","10","01/04/2014"
"27","1","01/07/2014"
"24","2","01/07/2014"
"32","3","01/07/2014"
"34","4","01/07/2014"
"36","5","01/07/2014"
"52","6","01/07/2014"
"72","7","01/07/2014"
"5","8","01/07/2014"
"12","9","01/07/2014"
"21","10","01/07/2014"
"32","1","01/10/2014"
"34","2","01/10/2014"
"21","3","01/10/2014"
"29","4","01/10/2014"
"26","5","01/10/2014"
"27","6","01/10/2014"
"28","7","01/10/2014"
"38","8","01/10/2014"
"56","9","01/10/2014"
"71","10","01/10/2014"
"5","1","01/01/2015"
"21","2","01/01/2015"
"22","3","01/01/2015"
"24","4","01/01/2015"
"27","5","01/01/2015"
"28","6","01/01/2015"
"30","7","01/01/2015"
"52","8","01/01/2015"
"23","9","01/01/2015"
"25","10","01/01/2015"
"27","1","01/04/2015"
"25","2","01/04/2015"
"29","3","01/04/2015"
"32","4","01/04/2015"
"52","5","01/04/2015"
"5","6","01/04/2015"
"21","7","01/04/2015"
"22","8","01/04/2015"
"23","9","01/04/2015"
"24","10","01/04/2015"
"32","1","01/07/2015"
"52","2","01/07/2015"
"29","3","01/07/2015"
"21","4","01/07/2015"
"24","5","01/07/2015"
"27","6","01/07/2015"
"49","7","01/07/2015"
"79","8","01/07/2015"
"22","9","01/07/2015"
"23","10","01/07/2015"
"27","1","01/10/2015"
"28","2","01/10/2015"
"29","3","01/10/2015"
"52","4","01/10/2015"
"53","5","01/10/2015"
"5","6","01/10/2015"
"21","7","01/10/2015"
"22","8","01/10/2015"
"23","9","01/10/2015"
"24","10","01/10/2015"
