"ATA","Rank","Date"
"27","1","01/01/2014"
"32","2","01/01/2014"
"34","3","01/01/2014"
"28","4","01/01/2014"
"52","5","01/01/2014"
"21","6","01/01/2014"
"22","7","01/01/2014"
"24","8","01/01/2014"
"31","9","01/01/2014"
"25","10","01/01/2014"
"32","1","01/07/2014"
"22","2","01/07/2014"
"27","3","01/07/2014"
"34","4","01/07/2014"
"28","5","01/07/2014"
"25","6","01/07/2014"
"52","7","01/07/2014"
"21","8","01/07/2014"
"36","9","01/07/2014"
"24","10","01/07/2014"
"27","1","01/01/2015"
"32","2","01/01/2015"
"34","3","01/01/2015"
"52","4","01/01/2015"
"36","5","01/01/2015"
"22","6","01/01/2015"
"24","7","01/01/2015"
"49","8","01/01/2015"
"28","9","01/01/2015"
"31","10","01/01/2015"
"27","1","01/07/2015"
"32","2","01/07/2015"
"34","3","01/07/2015"
"52","4","01/07/2015"
"22","5","01/07/2015"
"28","6","01/07/2015"
"30","7","01/07/2015"
"49","8","01/07/2015"
"21","9","01/07/2015"
"36","10","01/07/2015"
