"ATA","Rank","Date"
"79","1","01/01/2011"
"26","2","01/01/2011"
"80","3","01/01/2011"
"72","4","01/01/2011"
"73","5","01/01/2011"
"29","6","01/01/2011"
"27","7","01/01/2011"
"77","8","01/01/2011"
"36","9","01/01/2011"
"24","10","01/01/2011"
"75","1","01/01/2012"
"35","2","01/01/2012"
"78","3","01/01/2012"
"26","4","01/01/2012"
"56","5","01/01/2012"
"72","6","01/01/2012"
"57","7","01/01/2012"
"36","8","01/01/2012"
"29","9","01/01/2012"
"32","10","01/01/2012"
"79","1","01/01/2013"
"74","2","01/01/2013"
"78","3","01/01/2013"
"29","4","01/01/2013"
"71","5","01/01/2013"
"77","6","01/01/2013"
"27","7","01/01/2013"
"21","8","01/01/2013"
"73","9","01/01/2013"
"25","10","01/01/2013"
"26","1","01/01/2014"
"71","2","01/01/2014"
"72","3","01/01/2014"
"32","4","01/01/2014"
"27","5","01/01/2014"
"36","6","01/01/2014"
"52","7","01/01/2014"
"29","8","01/01/2014"
"21","9","01/01/2014"
"34","10","01/01/2014"
"53","1","01/01/2015"
"29","2","01/01/2015"
"79","3","01/01/2015"
"5","4","01/01/2015"
"52","5","01/01/2015"
"27","6","01/01/2015"
"21","7","01/01/2015"
"32","8","01/01/2015"
"25","9","01/01/2015"
"24","10","01/01/2015"
