"ATA","Rank","Date"
"73","1","01/01/2014"
"29","2","01/01/2014"
"34","3","01/01/2014"
"24","4","01/01/2014"
"27","5","01/01/2014"
"32","6","01/01/2014"
"61","7","01/01/2014"
"76","8","01/01/2014"
"71","9","01/01/2014"
"5","10","01/01/2014"
"61","1","01/07/2014"
"32","2","01/07/2014"
"34","3","01/07/2014"
"23","4","01/07/2014"
"24","5","01/07/2014"
"27","6","01/07/2014"
"28","7","01/07/2014"
"29","8","01/07/2014"
"30","9","01/07/2014"
"31","10","01/07/2014"
"56","1","01/01/2015"
"61","2","01/01/2015"
"23","3","01/01/2015"
"24","4","01/01/2015"
"29","5","01/01/2015"
"21","6","01/01/2015"
"27","7","01/01/2015"
"28","8","01/01/2015"
"32","9","01/01/2015"
"33","10","01/01/2015"
"34","1","01/07/2015"
"30","2","01/07/2015"
"73","3","01/07/2015"
"77","4","01/07/2015"
"24","5","01/07/2015"
"27","6","01/07/2015"
"29","7","01/07/2015"
"35","8","01/07/2015"
"61","9","01/07/2015"
"71","10","01/07/2015"
